,split_drug,idx
3218,test,3218
3219,train,3219
3220,train,3220
3221,train,3221
3222,train,3222
3223,test,3223
3224,train,3224
3225,train,3225
3226,train,3226
3227,train,3227
3228,train,3228
3229,val,3229
3230,val,3230
3231,train,3231
3232,train,3232
3233,train,3233
3234,train,3234
3235,train,3235
3236,val,3236
3237,val,3237
3238,train,3238
3239,train,3239
3240,train,3240
3241,train,3241
3242,test,3242
3243,test,3243
3244,train,3244
3245,test,3245
3246,train,3246
3247,train,3247
3248,train,3248
3249,test,3249
3250,train,3250
3251,train,3251
3252,train,3252
3253,train,3253
3254,val,3254
3255,train,3255
3256,train,3256
3257,train,3257
3258,train,3258
3259,train,3259
3260,train,3260
3261,train,3261
3262,train,3262
3263,train,3263
3264,train,3264
3265,val,3265
3266,train,3266
3267,test,3267
3268,train,3268
3269,train,3269
3270,train,3270
3271,train,3271
3272,test,3272
3273,train,3273
3274,train,3274
3275,test,3275
3276,train,3276
3277,train,3277
3278,val,3278
3279,val,3279
3280,train,3280
3281,train,3281
3282,train,3282
3283,test,3283
3284,train,3284
3285,val,3285
3286,train,3286
3287,train,3287
3288,val,3288
3289,val,3289
3290,test,3290
3291,test,3291
3292,test,3292
3293,test,3293
3294,train,3294
3295,train,3295
3296,train,3296
3297,val,3297
3298,train,3298
3299,val,3299
3300,train,3300
3301,train,3301
3302,train,3302
3303,train,3303
3304,train,3304
3305,train,3305
3306,val,3306
3307,train,3307
3308,test,3308
3309,train,3309
3310,train,3310
3311,train,3311
3312,val,3312
3313,val,3313
3314,val,3314
3315,train,3315
3316,train,3316
3317,train,3317
3318,train,3318
3319,val,3319
3320,train,3320
3321,val,3321
3322,val,3322
3323,train,3323
3324,train,3324
3325,train,3325
3326,train,3326
3327,train,3327
3328,train,3328
3329,train,3329
3330,val,3330
3331,train,3331
3332,val,3332
3333,train,3333
3334,train,3334
3335,train,3335
3336,train,3336
3337,train,3337
3338,train,3338
3339,train,3339
3340,train,3340
3341,train,3341
3342,test,3342
3343,train,3343
3344,train,3344
3345,test,3345
3346,train,3346
3347,train,3347
3348,test,3348
3349,val,3349
3350,train,3350
3351,test,3351
3352,train,3352
3353,train,3353
3354,train,3354
3355,train,3355
3356,train,3356
3357,train,3357
3358,train,3358
3359,train,3359
3360,train,3360
3361,train,3361
3362,test,3362
3363,val,3363
3364,train,3364
3365,train,3365
3366,train,3366
3367,test,3367
3368,train,3368
3369,test,3369
3370,train,3370
3371,train,3371
3372,val,3372
3373,train,3373
3374,val,3374
3375,val,3375
3376,train,3376
3377,train,3377
3378,train,3378
3379,train,3379
3380,train,3380
3381,train,3381
3382,train,3382
3383,train,3383
3384,train,3384
3385,train,3385
3386,val,3386
3387,train,3387
3388,train,3388
3389,train,3389
3390,train,3390
3391,train,3391
3392,train,3392
3393,train,3393
3394,train,3394
3395,train,3395
3396,test,3396
3397,train,3397
3398,train,3398
3399,train,3399
3400,val,3400
3401,train,3401
3402,train,3402
3403,train,3403
3404,train,3404
3405,test,3405
3406,test,3406
3407,train,3407
3408,train,3408
3409,train,3409
3410,train,3410
3411,train,3411
3412,train,3412
3413,val,3413
3414,test,3414
3415,test,3415
3416,train,3416
3417,train,3417
3418,test,3418
3419,test,3419
3420,val,3420
3421,train,3421
3422,train,3422
3423,train,3423
3424,test,3424
3425,train,3425
3426,train,3426
3427,val,3427
3428,val,3428
3429,train,3429
3430,val,3430
3431,train,3431
3432,val,3432
3433,train,3433
3434,val,3434
3435,train,3435
3436,val,3436
3437,val,3437
3438,train,3438
3439,test,3439
3440,train,3440
3441,train,3441
3442,val,3442
3443,train,3443
3444,train,3444
3445,val,3445
3446,train,3446
3447,train,3447
3448,train,3448
3449,train,3449
3450,train,3450
3451,test,3451
3452,val,3452
3453,train,3453
3454,train,3454
3455,train,3455
3456,val,3456
3457,train,3457
3458,train,3458
3459,train,3459
3460,train,3460
3461,train,3461
3462,test,3462
3463,train,3463
3464,val,3464
3465,val,3465
3466,val,3466
3467,train,3467
3468,test,3468
3469,train,3469
3470,train,3470
3471,train,3471
3472,train,3472
3473,val,3473
3474,val,3474
3475,train,3475
3476,train,3476
3477,test,3477
3478,train,3478
3479,train,3479
3480,train,3480
3481,val,3481
3482,val,3482
3483,train,3483
3484,train,3484
3485,train,3485
3486,train,3486
3487,train,3487
3488,train,3488
3489,train,3489
3490,test,3490
3491,train,3491
3492,train,3492
3493,train,3493
3494,train,3494
3495,train,3495
3496,train,3496
3497,train,3497
3498,test,3498
3499,train,3499
3500,val,3500
3501,train,3501
3502,train,3502
3503,train,3503
3504,train,3504
3505,train,3505
3506,train,3506
3507,train,3507
3508,val,3508
3509,val,3509
3510,val,3510
3511,val,3511
3512,train,3512
3513,train,3513
3514,train,3514
3515,train,3515
3516,train,3516
3517,train,3517
3518,train,3518
3519,train,3519
3520,train,3520
3521,test,3521
3522,train,3522
3523,train,3523
3524,train,3524
3525,train,3525
3526,train,3526
3527,train,3527
3528,train,3528
3529,val,3529
3530,val,3530
3531,train,3531
3532,val,3532
3533,train,3533
3534,val,3534
3535,train,3535
3536,train,3536
3537,train,3537
3538,train,3538
3539,val,3539
3540,train,3540
3541,train,3541
3542,train,3542
3543,train,3543
3544,test,3544
3545,test,3545
3546,test,3546
3547,train,3547
3548,train,3548
3549,val,3549
3550,val,3550
3551,test,3551
3552,train,3552
3553,train,3553
3554,train,3554
3555,train,3555
3556,train,3556
3557,train,3557
3558,train,3558
3559,train,3559
3560,train,3560
3561,train,3561
3562,train,3562
3563,val,3563
3564,val,3564
3565,train,3565
3566,train,3566
3567,train,3567
3568,train,3568
3569,train,3569
3570,train,3570
3571,train,3571
3572,test,3572
3573,val,3573
3574,test,3574
3575,test,3575
3576,train,3576
3577,test,3577
3578,train,3578
3579,test,3579
3580,test,3580
3581,train,3581
3582,test,3582
3583,train,3583
3584,test,3584
3585,test,3585
3586,train,3586
3587,train,3587
3588,val,3588
3589,val,3589
3590,train,3590
3591,train,3591
3592,train,3592
3593,test,3593
3594,train,3594
3595,train,3595
3596,train,3596
3597,train,3597
3598,train,3598
3599,train,3599
3600,train,3600
3601,train,3601
3602,train,3602
3603,train,3603
3604,val,3604
3605,train,3605
3606,train,3606
3607,train,3607
3608,train,3608
3609,train,3609
3610,val,3610
3611,train,3611
3612,train,3612
3613,train,3613
3614,train,3614
3615,train,3615
3616,train,3616
3617,train,3617
3618,train,3618
3619,train,3619
3620,train,3620
3621,train,3621
3622,train,3622
3623,train,3623
3624,val,3624
3625,train,3625
3626,train,3626
3627,train,3627
3628,train,3628
3629,train,3629
3630,val,3630
3631,train,3631
3632,train,3632
3633,train,3633
3634,train,3634
3635,val,3635
3636,train,3636
3637,train,3637
3638,train,3638
3639,train,3639
3640,val,3640
3641,train,3641
3642,test,3642
3643,train,3643
3644,test,3644
3645,train,3645
3646,train,3646
3647,train,3647
3648,train,3648
3649,val,3649
3650,train,3650
3651,train,3651
3652,train,3652
3653,train,3653
3654,train,3654
3655,train,3655
3656,train,3656
3657,train,3657
3658,train,3658
3659,train,3659
3660,test,3660
3661,train,3661
3662,train,3662
3663,val,3663
3664,train,3664
3665,train,3665
3666,train,3666
3667,train,3667
3668,val,3668
3669,train,3669
3670,train,3670
3671,train,3671
3672,train,3672
3673,train,3673
3674,val,3674
3675,train,3675
3676,train,3676
3677,train,3677
3678,test,3678
3679,test,3679
3680,test,3680
3681,train,3681
3682,train,3682
3683,train,3683
3684,train,3684
3685,train,3685
3686,val,3686
3687,train,3687
3688,test,3688
3689,test,3689
3690,train,3690
3691,test,3691
3692,train,3692
3693,val,3693
3694,train,3694
3695,test,3695
3696,val,3696
3697,train,3697
3698,train,3698
3699,train,3699
3700,train,3700
3701,val,3701
3702,train,3702
3703,train,3703
3704,test,3704
3705,val,3705
3706,val,3706
3707,val,3707
3708,val,3708
3709,train,3709
3710,train,3710
3711,val,3711
3712,train,3712
3713,val,3713
3714,test,3714
3715,train,3715
3716,train,3716
3717,train,3717
3718,train,3718
3719,train,3719
3720,train,3720
3721,train,3721
3722,train,3722
3723,train,3723
3724,train,3724
3725,train,3725
3726,test,3726
3727,test,3727
3728,val,3728
3729,train,3729
3730,train,3730
3731,train,3731
3732,train,3732
3733,train,3733
3734,train,3734
3735,train,3735
3736,train,3736
3737,val,3737
3738,train,3738
3739,train,3739
3740,train,3740
3741,train,3741
3742,test,3742
3743,test,3743
3744,train,3744
3745,test,3745
3746,test,3746
3747,train,3747
3748,val,3748
3749,train,3749
3750,train,3750
3751,test,3751
3752,test,3752
3753,train,3753
3754,train,3754
3755,train,3755
3756,train,3756
3757,train,3757
3758,train,3758
3759,train,3759
3760,train,3760
3761,train,3761
3762,train,3762
3763,train,3763
3764,val,3764
3765,train,3765
3766,train,3766
3767,train,3767
3768,train,3768
3769,val,3769
3770,train,3770
3771,test,3771
3772,train,3772
3773,train,3773
3774,test,3774
3775,train,3775
3776,test,3776
3777,train,3777
3778,train,3778
3779,val,3779
3780,test,3780
3781,train,3781
3782,train,3782
3783,train,3783
3784,train,3784
3785,train,3785
3786,train,3786
3787,train,3787
3788,train,3788
3789,train,3789
3790,train,3790
3791,train,3791
3792,train,3792
3793,train,3793
3794,val,3794
3795,train,3795
3796,test,3796
3797,train,3797
3798,test,3798
3799,train,3799
3800,test,3800
3801,train,3801
3802,train,3802
3803,train,3803
3804,train,3804
3805,train,3805
3806,train,3806
3807,train,3807
3808,train,3808
3809,train,3809
3810,train,3810
3811,train,3811
3812,test,3812
3813,train,3813
3814,train,3814
3815,train,3815
3816,train,3816
3817,train,3817
3818,train,3818
3819,train,3819
3820,train,3820
3821,train,3821
3822,train,3822
3823,train,3823
3824,train,3824
3825,test,3825
3826,test,3826
3827,test,3827
3828,val,3828
3829,train,3829
3830,train,3830
3831,val,3831
3832,train,3832
3833,train,3833
3834,train,3834
3835,val,3835
3836,train,3836
3837,val,3837
3838,train,3838
3839,test,3839
3840,train,3840
3841,train,3841
3842,train,3842
3843,train,3843
3844,val,3844
3845,train,3845
3846,train,3846
3847,train,3847
3848,train,3848
3849,train,3849
3850,train,3850
3851,train,3851
3852,train,3852
3853,train,3853
3854,train,3854
3855,train,3855
3856,train,3856
3857,train,3857
3858,train,3858
3859,train,3859
3860,train,3860
3861,test,3861
3862,train,3862
3863,train,3863
3864,test,3864
3865,train,3865
3866,val,3866
3867,train,3867
3868,train,3868
3869,val,3869
3870,train,3870
3871,train,3871
3872,train,3872
3873,train,3873
3874,val,3874
3875,train,3875
3876,train,3876
3877,train,3877
3878,train,3878
3879,train,3879
3880,train,3880
3881,train,3881
3882,val,3882
3883,test,3883
3884,train,3884
3885,train,3885
3886,train,3886
3887,train,3887
3888,train,3888
3889,train,3889
3890,train,3890
3891,val,3891
3892,train,3892
3893,train,3893
3894,test,3894
3895,test,3895
3896,train,3896
3897,train,3897
3898,train,3898
3899,train,3899
3900,train,3900
3901,train,3901
3902,val,3902
3903,train,3903
3904,train,3904
3905,train,3905
3906,train,3906
3907,val,3907
3908,val,3908
3909,test,3909
3910,train,3910
3911,train,3911
3912,train,3912
3913,train,3913
3914,test,3914
3915,train,3915
3916,val,3916
3917,train,3917
3918,train,3918
3919,train,3919
3920,train,3920
3921,val,3921
3922,test,3922
3923,test,3923
3924,val,3924
3925,train,3925
3926,train,3926
3927,train,3927
3928,train,3928
3929,train,3929
3930,train,3930
3931,train,3931
3932,train,3932
3933,val,3933
3934,train,3934
3935,train,3935
3936,train,3936
3937,train,3937
3938,train,3938
3939,train,3939
3940,train,3940
3941,train,3941
3942,train,3942
3943,train,3943
3944,test,3944
3945,train,3945
3946,train,3946
3947,train,3947
3948,train,3948
3949,train,3949
3950,train,3950
3951,train,3951
3952,train,3952
3953,test,3953
3954,train,3954
3955,train,3955
3956,train,3956
3957,val,3957
3958,train,3958
3959,train,3959
3960,train,3960
3961,train,3961
3962,test,3962
3963,train,3963
3964,train,3964
3965,val,3965
3966,train,3966
3967,train,3967
3968,train,3968
3969,val,3969
3970,train,3970
3971,train,3971
3972,train,3972
3973,train,3973
3974,train,3974
3975,val,3975
3976,train,3976
3977,test,3977
3978,train,3978
3979,train,3979
3980,train,3980
3981,train,3981
3982,train,3982
3983,train,3983
3984,train,3984
3985,train,3985
3986,train,3986
3987,train,3987
3988,train,3988
3989,val,3989
3990,train,3990
3991,train,3991
3992,test,3992
3993,train,3993
3994,train,3994
3995,val,3995
3996,train,3996
3997,train,3997
3998,test,3998
3999,train,3999
4000,train,4000
4001,train,4001
4002,train,4002
4003,train,4003
4004,test,4004
4005,test,4005
4006,test,4006
4007,train,4007
4008,train,4008
4009,train,4009
4010,train,4010
4011,test,4011
4012,train,4012
4013,train,4013
4014,val,4014
4015,train,4015
4016,train,4016
4017,train,4017
4018,train,4018
4019,val,4019
4020,val,4020
4021,train,4021
4022,train,4022
4023,val,4023
4024,train,4024
4025,val,4025
4026,val,4026
4027,train,4027
4028,train,4028
4029,train,4029
4030,train,4030
4031,test,4031
4032,test,4032
4033,val,4033
4034,train,4034
4035,train,4035
4036,test,4036
4037,test,4037
4038,train,4038
4039,val,4039
4040,train,4040
4041,train,4041
4042,train,4042
4043,train,4043
4044,train,4044
4045,train,4045
4046,train,4046
4047,train,4047
4048,test,4048
4049,train,4049
4050,train,4050
4051,train,4051
4052,train,4052
4053,train,4053
4054,train,4054
4055,train,4055
4056,val,4056
4057,train,4057
4058,train,4058
4059,train,4059
4060,val,4060
4061,train,4061
4062,val,4062
4063,test,4063
4064,train,4064
4065,train,4065
4066,train,4066
4067,train,4067
4068,train,4068
4069,test,4069
4070,train,4070
4071,train,4071
4072,train,4072
4073,train,4073
4074,train,4074
4075,train,4075
4076,train,4076
4077,train,4077
4078,train,4078
4079,val,4079
4080,train,4080
4081,train,4081
4082,train,4082
4083,train,4083
4084,train,4084
4085,train,4085
4086,train,4086
4087,train,4087
4088,test,4088
4089,train,4089
4090,train,4090
4091,train,4091
4092,test,4092
4093,train,4093
4094,train,4094
4095,train,4095
4096,train,4096
4097,val,4097
4098,val,4098
4099,train,4099
4100,val,4100
4101,train,4101
4102,train,4102
4103,train,4103
4104,train,4104
4105,val,4105
4106,test,4106
4107,train,4107
4108,train,4108
4109,train,4109
4110,train,4110
4111,train,4111
4112,train,4112
4113,train,4113
4114,train,4114
4115,val,4115
4116,val,4116
4117,train,4117
4118,train,4118
4119,val,4119
4120,train,4120
4121,train,4121
4122,train,4122
4123,val,4123
4124,val,4124
4125,train,4125
4126,train,4126
4127,train,4127
4128,train,4128
4129,train,4129
4130,train,4130
4131,val,4131
4132,train,4132
4133,train,4133
4134,train,4134
4135,train,4135
4136,train,4136
4137,train,4137
4138,train,4138
4139,train,4139
4140,train,4140
4141,train,4141
4142,train,4142
4143,test,4143
4144,test,4144
4145,train,4145
4146,train,4146
4147,test,4147
4148,train,4148
4149,train,4149
4150,val,4150
4151,train,4151
4152,train,4152
4153,train,4153
4154,val,4154
4155,train,4155
4156,test,4156
4157,train,4157
4158,test,4158
4159,val,4159
4160,train,4160
4161,test,4161
4162,train,4162
4163,train,4163
4164,train,4164
4165,train,4165
4166,train,4166
4167,train,4167
4168,train,4168
4169,test,4169
4170,train,4170
4171,test,4171
4172,test,4172
4173,train,4173
4174,train,4174
4175,train,4175
4176,val,4176
4177,train,4177
4178,train,4178
4179,train,4179
4180,train,4180
4181,test,4181
4182,test,4182
4183,test,4183
4184,test,4184
4185,test,4185
4186,test,4186
4187,test,4187
4188,train,4188
4189,val,4189
4190,train,4190
4191,train,4191
4192,val,4192
4193,train,4193
4194,train,4194
4195,test,4195
4196,test,4196
4197,test,4197
4198,test,4198
4199,train,4199
4200,val,4200
4201,train,4201
4202,train,4202
4203,val,4203
4204,val,4204
4205,val,4205
4206,val,4206
4207,train,4207
4208,test,4208
4209,train,4209
4210,val,4210
4211,train,4211
4212,train,4212
4213,train,4213
4214,val,4214
4215,train,4215
4216,test,4216
4217,train,4217
4218,train,4218
4219,val,4219
4220,train,4220
4221,train,4221
4222,test,4222
4223,val,4223
4224,val,4224
4225,train,4225
4226,train,4226
4227,train,4227
4228,train,4228
4229,train,4229
4230,train,4230
4231,train,4231
4232,test,4232
4233,train,4233
4234,train,4234
4235,train,4235
4236,test,4236
4237,test,4237
4238,val,4238
4239,train,4239
4240,test,4240
4241,train,4241
4242,train,4242
4243,val,4243
4244,train,4244
4245,test,4245
4246,test,4246
4247,train,4247
4248,train,4248
4249,train,4249
4250,train,4250
4251,train,4251
4252,val,4252
4253,val,4253
4254,train,4254
4255,train,4255
4256,train,4256
4257,train,4257
4258,train,4258
4259,train,4259
4260,train,4260
4261,train,4261
4262,train,4262
4263,train,4263
4264,train,4264
4265,val,4265
4266,train,4266
4267,train,4267
4268,val,4268
4269,train,4269
4270,train,4270
4271,train,4271
4272,train,4272
4273,train,4273
4274,test,4274
4275,train,4275
4276,train,4276
4277,train,4277
4278,train,4278
4279,train,4279
4280,train,4280
4281,train,4281
4282,train,4282
4283,val,4283
4284,train,4284
4285,val,4285
4286,val,4286
4287,train,4287
4288,train,4288
4289,test,4289
4290,test,4290
4291,test,4291
4292,test,4292
4293,val,4293
4294,train,4294
4295,train,4295
4296,train,4296
4297,train,4297
4298,val,4298
4299,test,4299
4300,train,4300
4301,val,4301
4302,train,4302
4303,train,4303
4304,val,4304
4305,train,4305
4306,train,4306
4307,train,4307
4308,train,4308
4309,train,4309
4310,train,4310
4311,train,4311
4312,train,4312
4313,test,4313
4314,train,4314
4315,test,4315
4316,train,4316
4317,train,4317
4318,val,4318
4319,train,4319
4320,val,4320
4321,train,4321
4322,train,4322
4323,val,4323
4324,test,4324
4325,test,4325
4326,train,4326
4327,test,4327
4328,test,4328
4329,test,4329
4330,val,4330
4331,val,4331
4332,train,4332
4333,train,4333
4334,train,4334
4335,train,4335
4336,train,4336
4337,train,4337
4338,test,4338
4339,train,4339
4340,train,4340
4341,train,4341
4342,train,4342
4343,train,4343
4344,val,4344
4345,train,4345
4346,val,4346
4347,train,4347
4348,val,4348
4349,train,4349
4350,val,4350
4351,train,4351
4352,train,4352
4353,val,4353
4354,train,4354
4355,train,4355
4356,train,4356
4357,train,4357
4358,train,4358
4359,val,4359
4360,train,4360
4361,test,4361
4362,train,4362
4363,val,4363
4364,train,4364
4365,train,4365
4366,train,4366
4367,train,4367
4368,test,4368
4369,val,4369
4370,test,4370
4371,train,4371
4372,train,4372
4373,train,4373
4374,train,4374
4375,train,4375
4376,train,4376
4377,train,4377
4378,train,4378
4379,train,4379
4380,train,4380
4381,train,4381
4382,train,4382
4383,train,4383
4384,val,4384
4385,val,4385
4386,train,4386
4387,train,4387
4388,train,4388
4389,train,4389
4390,test,4390
4391,train,4391
4392,train,4392
4393,train,4393
4394,train,4394
4395,train,4395
4396,test,4396
4397,train,4397
4398,train,4398
4399,train,4399
4400,train,4400
4401,val,4401
4402,train,4402
4403,train,4403
4404,test,4404
4405,train,4405
4406,val,4406
4407,val,4407
4408,train,4408
4409,train,4409
4410,train,4410
4411,train,4411
4412,train,4412
4413,train,4413
4414,train,4414
4415,val,4415
4416,val,4416
4417,train,4417
4418,train,4418
4419,train,4419
4420,train,4420
4421,train,4421
4422,train,4422
4423,val,4423
4424,test,4424
4425,train,4425
4426,train,4426
4427,val,4427
4428,train,4428
4429,train,4429
4430,val,4430
4431,train,4431
4432,val,4432
4433,val,4433
4434,train,4434
4435,train,4435
4436,train,4436
4437,train,4437
4438,val,4438
4439,train,4439
4440,val,4440
4441,train,4441
4442,test,4442
4443,test,4443
4444,val,4444
4445,train,4445
4446,test,4446
4447,test,4447
4448,val,4448
4449,train,4449
4450,test,4450
4451,train,4451
4452,train,4452
4453,train,4453
4454,train,4454
4455,train,4455
4456,train,4456
4457,val,4457
4458,train,4458
4459,val,4459
4460,test,4460
4461,train,4461
4462,val,4462
4463,train,4463
4464,train,4464
4465,train,4465
4466,train,4466
4467,test,4467
4468,train,4468
4469,train,4469
4470,train,4470
4471,train,4471
4472,test,4472
4473,train,4473
4474,val,4474
4475,val,4475
4476,train,4476
4477,train,4477
4478,train,4478
4479,train,4479
4480,train,4480
4481,train,4481
4482,val,4482
4483,train,4483
4484,train,4484
4485,val,4485
4486,train,4486
4487,train,4487
4488,val,4488
4489,train,4489
4490,test,4490
4491,train,4491
4492,val,4492
4493,test,4493
4494,train,4494
4495,train,4495
4496,train,4496
4497,test,4497
4498,train,4498
4499,train,4499
4500,test,4500
4501,train,4501
4502,test,4502
4503,test,4503
4504,val,4504
4505,train,4505
4506,train,4506
4507,train,4507
4508,train,4508
4509,train,4509
4510,train,4510
4511,val,4511
4512,val,4512
4513,test,4513
4514,train,4514
4515,test,4515
4516,test,4516
4517,train,4517
4518,train,4518
4519,train,4519
4520,train,4520
4521,test,4521
4522,train,4522
4523,train,4523
4524,test,4524
4525,train,4525
4526,train,4526
4527,train,4527
4528,train,4528
4529,test,4529
4530,train,4530
4531,val,4531
4532,train,4532
4533,train,4533
4534,train,4534
4535,test,4535
4536,train,4536
4537,train,4537
4538,train,4538
4539,train,4539
4540,train,4540
4541,train,4541
4542,train,4542
4543,test,4543
4544,train,4544
4545,train,4545
4546,train,4546
4547,train,4547
4548,train,4548
4549,val,4549
4550,train,4550
4551,train,4551
4552,train,4552
4553,val,4553
4554,test,4554
4555,val,4555
4556,val,4556
4557,train,4557
4558,train,4558
4559,train,4559
4560,val,4560
4561,train,4561
4562,train,4562
4563,val,4563
4564,train,4564
4565,train,4565
4566,train,4566
4567,train,4567
4568,train,4568
4569,test,4569
4570,train,4570
4571,val,4571
4572,train,4572
4573,test,4573
4574,train,4574
4575,val,4575
4576,test,4576
4577,val,4577
4578,train,4578
4579,test,4579
4580,train,4580
4581,test,4581
4582,test,4582
4583,test,4583
4584,train,4584
4585,train,4585
4586,train,4586
4587,train,4587
4588,train,4588
4589,val,4589
4590,val,4590
4591,train,4591
4592,train,4592
4593,train,4593
4594,train,4594
4595,train,4595
4596,train,4596
4597,val,4597
4598,train,4598
4599,val,4599
4600,train,4600
4601,train,4601
4602,train,4602
4603,train,4603
4604,train,4604
4605,train,4605
4606,train,4606
4607,test,4607
4608,train,4608
4609,test,4609
4610,test,4610
4611,test,4611
4612,train,4612
4613,test,4613
4614,test,4614
4615,train,4615
4616,train,4616
4617,train,4617
4618,train,4618
4619,train,4619
4620,val,4620
4621,train,4621
4622,test,4622
4623,train,4623
4624,test,4624
4625,test,4625
4626,train,4626
4627,train,4627
4628,train,4628
4629,train,4629
4630,train,4630
4631,train,4631
4632,train,4632
4633,train,4633
4634,train,4634
4635,val,4635
4636,train,4636
4637,train,4637
4638,train,4638
4639,val,4639
4640,val,4640
4641,val,4641
4642,val,4642
4643,train,4643
4644,train,4644
4645,train,4645
4646,train,4646
4647,val,4647
4648,train,4648
4649,train,4649
4650,train,4650
4651,train,4651
4652,val,4652
4653,train,4653
4654,train,4654
4655,test,4655
4656,train,4656
4657,test,4657
4658,val,4658
4659,train,4659
4660,train,4660
4661,train,4661
4662,train,4662
4663,train,4663
4664,train,4664
4665,val,4665
4666,train,4666
4667,train,4667
4668,val,4668
4669,test,4669
4670,test,4670
4671,test,4671
4672,train,4672
4673,train,4673
4674,val,4674
4675,train,4675
4676,val,4676
4677,train,4677
4678,val,4678
4679,train,4679
4680,train,4680
4681,train,4681
4682,train,4682
4683,train,4683
4684,val,4684
4685,train,4685
4686,val,4686
4687,test,4687
4688,train,4688
4689,test,4689
4690,train,4690
4691,train,4691
4692,train,4692
4693,train,4693
4694,test,4694
4695,train,4695
4696,train,4696
4697,train,4697
4698,train,4698
4699,test,4699
4700,test,4700
4701,test,4701
4702,train,4702
4703,train,4703
4704,test,4704
4705,train,4705
4706,test,4706
4707,train,4707
4708,train,4708
4709,train,4709
4710,train,4710
4711,train,4711
4712,train,4712
4713,train,4713
4714,val,4714
4715,val,4715
4716,test,4716
4717,train,4717
4718,val,4718
4719,val,4719
4720,train,4720
4721,test,4721
4722,train,4722
4723,train,4723
4724,test,4724
4725,train,4725
4726,train,4726
4727,train,4727
4728,train,4728
4729,val,4729
4730,val,4730
4731,train,4731
4732,val,4732
4733,train,4733
4734,train,4734
4735,train,4735
4736,train,4736
4737,test,4737
4738,train,4738
4739,test,4739
4740,train,4740
4741,train,4741
4742,val,4742
4743,train,4743
4744,train,4744
4745,train,4745
4746,test,4746
4747,train,4747
4748,train,4748
4749,test,4749
4750,test,4750
4751,train,4751
4752,train,4752
4753,train,4753
4754,test,4754
4755,train,4755
4756,train,4756
4757,val,4757
4758,val,4758
4759,train,4759
4760,train,4760
4761,train,4761
4762,train,4762
4763,val,4763
4764,test,4764
4765,train,4765
4766,train,4766
4767,train,4767
4768,val,4768
4769,test,4769
4770,train,4770
4771,test,4771
4772,train,4772
4773,test,4773
4774,val,4774
4775,val,4775
4776,train,4776
4777,train,4777
4778,train,4778
4779,val,4779
4780,val,4780
4781,test,4781
4782,train,4782
4783,val,4783
4784,train,4784
4785,train,4785
4786,test,4786
4787,train,4787
4788,train,4788
4789,train,4789
4790,train,4790
4791,train,4791
4792,test,4792
4793,val,4793
4794,val,4794
4795,train,4795
4796,train,4796
4797,train,4797
4798,train,4798
4799,test,4799
4800,test,4800
4801,val,4801
4802,train,4802
4803,train,4803
4804,train,4804
4805,train,4805
4806,test,4806
4807,train,4807
4808,test,4808
4809,test,4809
4810,train,4810
4811,test,4811
4812,train,4812
4813,train,4813
4814,val,4814
4815,train,4815
4816,train,4816
4817,train,4817
4818,train,4818
4819,val,4819
4820,test,4820
4821,test,4821
4822,test,4822
4823,test,4823
4824,test,4824
4825,test,4825
4826,val,4826
4827,train,4827
4828,val,4828
4829,val,4829
4830,test,4830
4831,train,4831
4832,train,4832
4833,train,4833
4834,train,4834
4835,test,4835
4836,train,4836
4837,test,4837
4838,test,4838
4839,train,4839
4840,train,4840
4841,train,4841
4842,train,4842
4843,test,4843
4844,train,4844
4845,train,4845
4846,train,4846
4847,train,4847
4848,train,4848
4849,train,4849
4850,train,4850
4851,test,4851
4852,test,4852
4853,train,4853
4854,train,4854
4855,val,4855
4856,val,4856
4857,test,4857
4858,train,4858
4859,test,4859
4860,train,4860
4861,train,4861
4862,test,4862
4863,val,4863
4864,test,4864
4865,train,4865
4866,train,4866
4867,train,4867
4868,train,4868
4869,train,4869
4870,val,4870
4871,train,4871
4872,train,4872
4873,train,4873
4874,train,4874
4875,train,4875
4876,train,4876
4877,train,4877
4878,train,4878
4879,test,4879
4880,val,4880
4881,test,4881
4882,train,4882
4883,train,4883
4884,train,4884
4885,train,4885
4886,train,4886
4887,train,4887
4888,train,4888
4889,train,4889
4890,train,4890
4891,train,4891
4892,train,4892
4893,train,4893
4894,val,4894
4895,train,4895
4896,train,4896
4897,val,4897
4898,train,4898
4899,test,4899
4900,train,4900
4901,test,4901
4902,train,4902
4903,train,4903
4904,train,4904
4905,train,4905
4906,train,4906
4907,train,4907
4908,train,4908
4909,val,4909
4910,train,4910
4911,train,4911
4912,train,4912
4913,train,4913
4914,train,4914
4915,train,4915
4916,val,4916
4917,train,4917
4918,train,4918
4919,train,4919
4920,train,4920
4921,test,4921
4922,train,4922
4923,train,4923
4924,train,4924
4925,test,4925
4926,train,4926
4927,train,4927
4928,train,4928
4929,train,4929
4930,train,4930
4931,val,4931
4932,train,4932
4933,train,4933
4934,train,4934
4935,train,4935
4936,test,4936
4937,train,4937
4938,train,4938
4939,train,4939
4940,train,4940
4941,train,4941
4942,train,4942
4943,train,4943
4944,train,4944
4945,test,4945
4946,train,4946
4947,train,4947
4948,test,4948
4949,train,4949
4950,train,4950
4951,train,4951
4952,train,4952
4953,train,4953
4954,train,4954
4955,train,4955
4956,train,4956
4957,test,4957
4958,test,4958
4959,test,4959
4960,test,4960
4961,train,4961
4962,train,4962
4963,train,4963
4964,train,4964
4965,train,4965
